panel,gender,box_row,x_position,system,system_display,n_endpoints_in_box,n_significant,n_tested,median,q1,q3,whisker_low,whisker_high,minimum,maximum
Male,male,Pearson r improvement (delta from baseline),1,bone_density,Bone Density,7,7,182,0.0686124626947475,0.039206792056364,0.07249637699764211,0.0171569361696859,0.0935179181460391,0.0171569361696859,0.0935179181460391
Male,male,Pearson r improvement (delta from baseline),2,metabolites,Metabolites,108,108,1810,0.06687603743240594,0.036328324033552274,0.10782255738884995,0.0061748129537368,0.2006770163560848,0.0061748129537368,0.2904852327170192
Male,male,Pearson r improvement (delta from baseline),3,glycemic_status,Glycemic,1,1,46,0.0639699848798633,0.0639699848798633,0.0639699848798633,0.0639699848798633,0.0639699848798633,0.0639699848798633,0.0639699848798633
Male,male,Pearson r improvement (delta from baseline),4,cardiovascular_system,Cardiovascular,16,16,165,0.047553721947320354,0.0203871379218882,0.07626697655116077,0.0082956224749836,0.0937365310022487,0.0082956224749836,0.0937365310022487
Male,male,Pearson r improvement (delta from baseline),5,lifestyle,Lifestyle,2,2,18,0.045591617206537,0.0435234465734548,0.0476597878396192,0.0414552759403726,0.0497279584727014,0.0414552759403726,0.0497279584727014
Male,male,Pearson r improvement (delta from baseline),6,immune_system,Immune,1,1,11,0.0371880241257039,0.0371880241257039,0.0371880241257039,0.0371880241257039,0.0371880241257039,0.0371880241257039,0.0371880241257039
Male,male,Pearson r improvement (delta from baseline),7,microbiome,Microbiome,14,14,516,0.02974088664623655,0.012123490714704874,0.05686387206637757,0.0060241853662561,0.085301257645999,0.0060241853662561,0.085301257645999
Male,male,Pearson r improvement (delta from baseline),8,nightingale,Nightingale,25,25,167,0.024225013619396,0.0172165591531247,0.0286119665214047,0.0103572466811499,0.0437962670289749,0.0103572466811499,0.2071672979771241
Male,male,Pearson r improvement (delta from baseline),9,blood_tests_lipids,Lipids,1,1,4,0.0211309856166927,0.0211309856166927,0.0211309856166927,0.0211309856166927,0.0211309856166927,0.0211309856166927,0.0211309856166927
Male,male,Pearson r improvement (delta from baseline),10,body_composition,Body Composition,12,12,116,0.01776513164795515,0.006483464678904275,0.022812350763596573,0.0045521014047602,0.0336098642524906,0.0045521014047602,0.1669583424215641
Male,male,Pearson r improvement (delta from baseline),11,high_level_diet_with_stage,High Level Diet,1,1,92,0.0145093032839375,0.0145093032839375,0.0145093032839375,0.0145093032839375,0.0145093032839375,0.0145093032839375,0.0145093032839375
Male,male,Pearson r,1,bone_density,Bone Density,7,7,182,0.3502748168946613,0.34633270752689055,0.4144449112743152,0.3458259460497908,0.4296394125517906,0.1964011646407879,0.4296394125517906
Male,male,Pearson r,2,metabolites,Metabolites,108,108,1810,0.09937648708310715,0.08727947734210632,0.12313587719650675,0.0738725537174393,0.1678930262083499,0.0738725537174393,0.2627569609194415
Male,male,Pearson r,3,glycemic_status,Glycemic,1,1,46,0.0982493421522539,0.0982493421522539,0.0982493421522539,0.0982493421522539,0.0982493421522539,0.0982493421522539,0.0982493421522539
Male,male,Pearson r,4,cardiovascular_system,Cardiovascular,16,16,165,0.20531291562768073,0.11042615706774132,0.3050327570426386,0.0672109252144415,0.4128994523240778,0.0672109252144415,0.4128994523240778
Male,male,Pearson r,5,lifestyle,Lifestyle,2,2,18,0.15915033071742934,0.11873068756990612,0.19956997386495257,0.0783110444223829,0.2399896170124758,0.0783110444223829,0.2399896170124758
Male,male,Pearson r,6,immune_system,Immune,1,1,11,0.0926907961355267,0.0926907961355267,0.0926907961355267,0.0926907961355267,0.0926907961355267,0.0926907961355267,0.0926907961355267
Male,male,Pearson r,7,microbiome,Microbiome,14,14,516,0.0707525677448005,0.06675375722296853,0.07266951392136729,0.059086716304492,0.0740734819027821,0.059086716304492,0.0967636813488048
Male,male,Pearson r,8,nightingale,Nightingale,25,25,167,0.3047405147410725,0.1870754470606733,0.3582475247043259,0.0998099536198429,0.4326519762176118,0.0998099536198429,0.4326519762176118
Male,male,Pearson r,9,blood_tests_lipids,Lipids,1,1,4,0.1803615848175894,0.1803615848175894,0.1803615848175894,0.1803615848175894,0.1803615848175894,0.1803615848175894,0.1803615848175894
Male,male,Pearson r,10,body_composition,Body Composition,12,12,116,0.8979313465467742,0.8277590963003947,0.9255700284444504,0.7506609187476009,0.9953247151773504,0.2036969491368644,0.9953247151773504
Male,male,Pearson r,11,high_level_diet_with_stage,High Level Diet,1,1,92,0.1266111146407534,0.1266111146407534,0.1266111146407534,0.1266111146407534,0.1266111146407534,0.1266111146407534,0.1266111146407534
Female,female,Pearson r improvement (delta from baseline),1,metabolites,Metabolites,146,146,1810,0.0688228310153155,0.04027343727927242,0.09704676595577574,0.0102036275154035,0.1718204220334339,0.0102036275154035,0.2756568129783269
Female,female,Pearson r improvement (delta from baseline),2,glycemic_status,Glycemic,1,1,46,0.0670922383578446,0.0670922383578446,0.0670922383578446,0.0670922383578446,0.0670922383578446,0.0670922383578446,0.0670922383578446
Female,female,Pearson r improvement (delta from baseline),3,liver,Liver,1,1,4,0.0661296840584162,0.0661296840584162,0.0661296840584162,0.0661296840584162,0.0661296840584162,0.0661296840584162,0.0661296840584162
Female,female,Pearson r improvement (delta from baseline),4,bone_density,Bone Density,10,10,182,0.0606786432474339,0.05422729709986625,0.07105315183468945,0.0377140954687382,0.0935902703000768,0.0377140954687382,0.0935902703000768
Female,female,Pearson r improvement (delta from baseline),5,cardiovascular_system,Cardiovascular,18,18,165,0.05003210992639895,0.03924834409561738,0.10026175552184334,0.0113034955410865,0.1823592161415936,0.0113034955410865,0.1823592161415936
Female,female,Pearson r improvement (delta from baseline),6,lifestyle,Lifestyle,2,2,18,0.03447281814131305,0.023025143712281475,0.045920492570344626,0.0115774692832499,0.0573681669993762,0.0115774692832499,0.0573681669993762
Female,female,Pearson r improvement (delta from baseline),7,microbiome,Microbiome,18,18,516,0.026625480987356953,0.0217780282746122,0.038405385533553826,0.0122473615522071,0.0632027336214072,0.0122473615522071,0.0810869929445368
Female,female,Pearson r improvement (delta from baseline),8,frailty,Frailty,1,1,6,0.0250995178197666,0.0250995178197666,0.0250995178197666,0.0250995178197666,0.0250995178197666,0.0250995178197666,0.0250995178197666
Female,female,Pearson r improvement (delta from baseline),9,body_composition,Body Composition,5,5,116,0.020479409449017,0.0056280697201094,0.0251175335642387,0.003884049183221,0.0534796451576036,0.003884049183221,0.0534796451576036
Female,female,Pearson r improvement (delta from baseline),10,nightingale,Nightingale,10,10,167,0.018983998883433648,0.015767199463117325,0.024646550171107826,0.0107659591431427,0.0290024784295874,0.0107659591431427,0.0290024784295874
Female,female,Pearson r improvement (delta from baseline),11,high_level_diet_with_stage,High Level Diet,1,1,92,0.0151658712213252,0.0151658712213252,0.0151658712213252,0.0151658712213252,0.0151658712213252,0.0151658712213252,0.0151658712213252
Female,female,Pearson r,1,metabolites,Metabolites,146,146,1810,0.11406642040910965,0.09877445432305754,0.1397298826922457,0.0697810232217491,0.1980737498170648,0.0697810232217491,0.288986668736597
Female,female,Pearson r,2,glycemic_status,Glycemic,1,1,46,0.0817000195465207,0.0817000195465207,0.0817000195465207,0.0817000195465207,0.0817000195465207,0.0817000195465207,0.0817000195465207
Female,female,Pearson r,3,liver,Liver,1,1,4,0.1541629521198182,0.1541629521198182,0.1541629521198182,0.1541629521198182,0.1541629521198182,0.1541629521198182,0.1541629521198182
Female,female,Pearson r,4,bone_density,Bone Density,10,10,182,0.416516418157,0.13978951920207128,0.4266950881787516,0.1041884542613446,0.4355058128945205,0.1041884542613446,0.4355058128945205
